-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
-0.000000, 0.000000, -0.001280
